sample_accession,run_accession
SRS1254701,SRR3110379
SRS1254700,SRR3110380
SRS1254699,SRR3110463
SRS1254706,SRR3110464
SRS1254705,SRR3110465
SRS1254704,SRR3110466
SRS1254702,SRR3110468
SRS1254712,SRR3110469
SRS1254711,SRR3110470
SRS1254710,SRR3110472
SRS1254709,SRR3110473
SRS1254708,SRR3110474
SRS1254707,SRR3110475
SRS1254714,SRR3110476
SRS1254742,SRR3110477
SRS1254741,SRR3110478
SRS1254740,SRR3110479
SRS1254739,SRR3110480
SRS1256046,SRR3111261
SRS1256045,SRR3111262
SRS1256044,SRR3111263
SRS1256043,SRR3111264
SRS1256042,SRR3111265
SRS1256041,SRR3111266
SRS1256049,SRR3111267
SRS1256050,SRR3111268
SRS1256048,SRR3111269
SRS1256047,SRR3111270
SRS1256054,SRR3111271
SRS1256053,SRR3111272
SRS1256055,SRR3111273
SRS1256051,SRR3111274
SRS1256052,SRR3111275
SRS1256056,SRR3111276
SRS1259650,SRR3115182
SRS1259649,SRR3115183
SRS1259648,SRR3115184
SRS1259647,SRR3115185
SRS1259646,SRR3115186
SRS1259636,SRR3115187
SRS1259644,SRR3115188
SRS1259643,SRR3115189
SRS1259642,SRR3115190
SRS1259641,SRR3115191
SRS1259640,SRR3115192
SRS1259656,SRR3115200
SRS1259654,SRR3115201
SRS1259655,SRR3115202
SRS1259680,SRR3115218
SRS1259676,SRR3115221
SRS1259675,SRR3115222
SRS1259674,SRR3115223
SRS1259673,SRR3115224
SRS1259681,SRR3115225
SRS1259679,SRR3115226
SRS1259685,SRR3115230
SRS1259684,SRR3115231
SRS1259683,SRR3115232
SRS1259682,SRR3115233
SRS1259689,SRR3115234
SRS1259688,SRR3115236
SRS1259687,SRR3115237
SRS1259686,SRR3115238
SRS1259690,SRR3115239
SRS1259692,SRR3115242
SRS1259691,SRR3115243
SRS1259774,SRR3115369
SRS1259806,SRR3115378
SRS1259809,SRR3115379
SRS1259808,SRR3115380
SRS1259807,SRR3115381
SRS1259815,SRR3115429
SRS1259852,SRR3115432
SRS1259856,SRR3115438
SRS1259854,SRR3115440
SRS1260540,SRR3116153
SRS1260539,SRR3116154
SRS1260545,SRR3116156
SRS1260544,SRR3116157
SRS1260542,SRR3116158
SRS1260543,SRR3116159
SRS1260541,SRR3116160
SRS1260548,SRR3116161
SRS1260547,SRR3116162
SRS1260546,SRR3116163
SRS1260554,SRR3116164
SRS1260553,SRR3116165
SRS1260552,SRR3116166
SRS1260551,SRR3116167
SRS1260550,SRR3116168
SRS1260549,SRR3116169
SRS1261557,SRR3116192
SRS1261553,SRR3116196
SRS1261552,SRR3116197
SRS1261558,SRR3116198
SRS1261561,SRR3116200
SRS1261560,SRR3116201
SRS1262931,SRR3122772
SRS1262932,SRR3122773
SRS1266264,SRR3129298
SRS1266680,SRR3129703
SRS1266679,SRR3129704
SRS1267435,SRR3131142
SRS1267434,SRR3131143
SRS1267433,SRR3131144
SRS1267444,SRR3131241
SRS1267443,SRR3131242
SRS1271191,SRR3136890
SRS1271200,SRR3136891
SRS1271198,SRR3136893
SRS1271197,SRR3136894
SRS1271196,SRR3136895
SRS1271205,SRR3136896
SRS1271204,SRR3136897
SRS1271203,SRR3136898
SRS1274447,SRR3143634
SRS1274586,SRR3143811
SRS1276886,SRR3146571
SRS1276886,SRR3173689
SRS1276893,SRR3146574
SRS1276893,SRR3173692
SRS1276891,SRR3173694
SRS1276891,SRR3146576
SRS1276890,SRR3146577
SRS1276890,SRR3173695
SRS1276889,SRR3146578
SRS1276889,SRR3182541
SRS1276942,SRR3146656
SRS1276941,SRR3146657
SRS1276940,SRR3146658
SRS1276939,SRR3146659
SRS1276938,SRR3146660
SRS1276947,SRR3146661
SRS1276946,SRR3146662
SRS1276945,SRR3146663
SRS1276944,SRR3146664
SRS1276943,SRR3146665
SRS1276952,SRR3146666
SRS1276951,SRR3146667
SRS1276950,SRR3146668
SRS1276949,SRR3146669
SRS1276948,SRR3146670
SRS1277930,SRR3147921
SRS1277934,SRR3147924
SRS1277933,SRR3147925
SRS1277932,SRR3147926
SRS1277931,SRR3147927
SRS1277942,SRR3147928
SRS1277941,SRR3147929
SRS1277940,SRR3147930
SRS1277939,SRR3147931
SRS1277938,SRR3147932
SRS1277937,SRR3147933
SRS1277943,SRR3147934
SRS1278094,SRR3148240
SRS1278090,SRR3148244
SRS1278089,SRR3148245
SRS1278044,SRR3148312
SRS1278081,SRR3148341
SRS1254601,SRR3110294
SRS1254601,SRR3151788
SRS1279121,SRR3151789
SRS1279122,SRR3151790
SRS1279126,SRR3151791
SRS1279125,SRR3151792
SRS1279123,SRR3151793
SRS1279124,SRR3151794
SRS1279131,SRR3151795
SRS1279130,SRR3151796
SRS1279129,SRR3151797
SRS1279128,SRR3151798
SRS1279127,SRR3151799
SRS1254612,SRR3151800
SRS1254612,SRR3110333
SRS1279133,SRR3151801
SRS1279132,SRR3151802
SRS1281781,SRR3156381
SRS1281780,SRR3156382
SRS1281779,SRR3156383
SRS1281778,SRR3156384
SRS1281775,SRR3156385
SRS1281776,SRR3156386
SRS1281777,SRR3156387
SRS1281784,SRR3156388
SRS1281783,SRR3156389
SRS1281782,SRR3156390
SRS1281785,SRR3156391
SRS1281786,SRR3156392
SRS1296897,SRR3173523
SRS1296896,SRR3173524
SRS1296895,SRR3173525
SRS1296904,SRR3173526
SRS1296903,SRR3173527
SRS1296902,SRR3173528
SRS1297380,SRR3173538
SRS1297379,SRR3173539
SRS1297378,SRR3173540
SRS1297384,SRR3173541
SRS1297394,SRR3173550
SRS1297393,SRR3173551
SRS1297392,SRR3173552
SRS1297391,SRR3173553
SRS1297390,SRR3173554
SRS1297389,SRR3173555
SRS1297399,SRR3173556
SRS1297398,SRR3173557
SRS1297404,SRR3173558
SRS1297406,SRR3173559
SRS1297405,SRR3173560
SRS1297410,SRR3173561
SRS1297409,SRR3173562
SRS1297408,SRR3173563
SRS1297407,SRR3173564
SRS1279134,SRR3151803
SRS1279134,SRR3173565
SRS1297554,SRR3173683
SRS1297556,SRR3173684
SRS1297553,SRR3173685
SRS1297552,SRR3173686
SRS1297558,SRR3173687
SRS1297557,SRR3173688
SRS1276885,SRR3173690
SRS1276885,SRR3146572
SRS1276884,SRR3146573
SRS1276884,SRR3173691
SRS1276892,SRR3146575
SRS1276892,SRR3173693
SRS1297561,SRR3173696
SRS1297560,SRR3173697
SRS1297559,SRR3173698
SRS1297566,SRR3173699
SRS1297565,SRR3173700
SRS1297564,SRR3173701
SRS1297563,SRR3173702
SRS1297562,SRR3173703
SRS1297571,SRR3173704
SRS1297570,SRR3173705
SRS1302047,SRR3180032
SRS1302046,SRR3180033
SRS1302081,SRR3180034
SRS1302080,SRR3180035
SRS1302079,SRR3180036
SRS1302078,SRR3180037
SRS1302077,SRR3180038
SRS1302083,SRR3180040
SRS1302082,SRR3180041
SRS1302090,SRR3180044
SRS1302089,SRR3180045
SRS1302088,SRR3180046
SRS1302087,SRR3180047
SRS1302086,SRR3180048
SRS1302092,SRR3180051
SRS1302091,SRR3180052
SRS1306688,SRR3182542
SRS1306687,SRR3182543
SRS1306694,SRR3182544
SRS1306693,SRR3182545
SRS1306692,SRR3182546
SRS1306691,SRR3182547
SRS1306690,SRR3182548
SRS1306689,SRR3182549
SRS1306698,SRR3182550
SRS1306697,SRR3182551
SRS1306695,SRR3182552
SRS1306696,SRR3182553
SRS1306703,SRR3182554
SRS1306702,SRR3182555
SRS1306701,SRR3182556
SRS1307614,SRR3184114
SRS1307619,SRR3184116
SRS1307621,SRR3184123
SRS1307650,SRR3184155
SRS1307649,SRR3184156
SRS1307648,SRR3184157
SRS1307647,SRR3184158
SRS1307657,SRR3184159
SRS1307656,SRR3184160
SRS1307655,SRR3184161
SRS1307654,SRR3184162
SRS1307652,SRR3184164
SRS1307662,SRR3184165
SRS1307661,SRR3184166
SRS1307659,SRR3184167
SRS1307660,SRR3184168
SRS1307658,SRR3184169
SRS1307674,SRR3184183
SRS1307673,SRR3184184
SRS1307672,SRR3184185
SRS1307683,SRR3184186
SRS1307682,SRR3184187
SRS1307681,SRR3184188
SRS1307680,SRR3184189
SRS1307679,SRR3184190
SRS1307678,SRR3184191
SRS1307689,SRR3184192
SRS1307688,SRR3184193
SRS1307687,SRR3184194
SRS1307686,SRR3184195
SRS1307685,SRR3184196
SRS1307684,SRR3184197
SRS1308283,SRR3185036
SRS1308282,SRR3185037
SRS1308281,SRR3185038
SRS1308280,SRR3185039
SRS1308286,SRR3185044
SRS1308289,SRR3185045
SRS1308290,SRR3185046
SRS1308292,SRR3185048
SRS1308291,SRR3185049
SRS1308295,SRR3185050
SRS1308294,SRR3185051
SRS1308300,SRR3185052
SRS1308299,SRR3185053
SRS1308298,SRR3185054
SRS1308297,SRR3185055
SRS1308296,SRR3185056
SRS1308318,SRR3185089
SRS1310724,SRR3188160
SRS1310725,SRR3188161
SRS1310726,SRR3188162
SRS1310733,SRR3188253
SRS1310732,SRR3188254
SRS1310731,SRR3188255
SRS1310729,SRR3188256
SRS1310728,SRR3188257
SRS1310730,SRR3188258
SRS1310737,SRR3188259
SRS1310736,SRR3188260
SRS1310735,SRR3188261
SRS1310734,SRR3188262
SRS1312639,SRR3191434
SRS1312638,SRR3191435
SRS1312637,SRR3191436
SRS1312644,SRR3191437
SRS1312643,SRR3191438
SRS1312642,SRR3191439
SRS1312650,SRR3191442
SRS1312648,SRR3191444
SRS1314888,SRR3194563
SRS1314896,SRR3194564
SRS1314895,SRR3194565
SRS1314894,SRR3194566
SRS1314893,SRR3194567
SRS1314892,SRR3194568
SRS1314891,SRR3194569
SRS1314899,SRR3194570
SRS1314898,SRR3194571
SRS1314897,SRR3194572
SRS1317404,SRR3198619
SRS1317403,SRR3198620
SRS1317402,SRR3198622
SRS1317409,SRR3198624
SRS1317408,SRR3198625
SRS1317407,SRR3198626
SRS1317406,SRR3198627
SRS1317405,SRR3198628
SRS1317410,SRR3198629
SRS1317413,SRR3198630
SRS1317412,SRR3198631
SRS1317411,SRR3198632
SRS1319714,SRR3199879
SRS1319713,SRR3199880
SRS1319712,SRR3199881
SRS1319710,SRR3199882
SRS1319711,SRR3199883
SRS1323087,SRR3203827
SRS1323089,SRR3203828
SRS1323088,SRR3203829
SRS1323093,SRR3203831
SRS1323092,SRR3203832
SRS1327571,SRR3210379
SRS1327800,SRR3210380
SRS1327799,SRR3210381
SRS1327798,SRR3210382
SRS1327797,SRR3210383
SRS1327796,SRR3210384
SRS1327805,SRR3210385
SRS1327804,SRR3210386
SRS1327803,SRR3210387
SRS1327802,SRR3210388
SRS1327801,SRR3210389
SRS1327809,SRR3210390
SRS1327808,SRR3210391
SRS1327807,SRR3210392
SRS1327806,SRR3210393
SRS1328027,SRR3210661
SRS1328026,SRR3210662
SRS1328025,SRR3210663
SRS1328028,SRR3210664
SRS1332134,SRR3215339
SRS1332133,SRR3215340
SRS1332131,SRR3215341
SRS1332132,SRR3215342
SRS1332142,SRR3215343
SRS1332140,SRR3215344
SRS1334343,SRR3217371
SRS1334342,SRR3217372
SRS1334345,SRR3217373
SRS1327813,SRR3210394
SRS1327813,SRR3217374
SRS1334346,SRR3217375
SRS1335808,SRR3219137
SRS1335807,SRR3219139
SRS1335811,SRR3219140
SRS1335810,SRR3219142
SRS1335817,SRR3219158
SRS1335814,SRR3219161
SRS1335815,SRR3219163
SRS1335816,SRR3219165
SRS1335820,SRR3219167
SRS1335819,SRR3219169
SRS1335818,SRR3219170
SRS1335829,SRR3219178
SRS1335828,SRR3219179
SRS1335827,SRR3219180
SRS1335822,SRR3219181
SRS1335821,SRR3219182
SRS1335826,SRR3219184
SRS1335825,SRR3219185
SRS1335824,SRR3219186
SRS1337394,SRR3223088
SRS1337401,SRR3223089
SRS1337400,SRR3223090
SRS1337399,SRR3223091
SRS1337398,SRR3223092
SRS1337397,SRR3223093
SRS1337405,SRR3223094
SRS1337404,SRR3223095
SRS1337403,SRR3223096
SRS1337407,SRR3223097
SRS1337406,SRR3223098
SRS1337410,SRR3223099
SRS1337409,SRR3223100
SRS1337408,SRR3223101
SRS1337412,SRR3223102
SRS1337411,SRR3223103
SRS1337452,SRR3223148
SRS1337451,SRR3223149
SRS1337467,SRR3223150
SRS1337469,SRR3223151
SRS1337468,SRR3223152
SRS1337478,SRR3223153
SRS1337477,SRR3223154
SRS1337481,SRR3223155
SRS1337480,SRR3223156
SRS1337783,SRR3223751
SRS1337782,SRR3223752
SRS1337781,SRR3223753
SRS1337780,SRR3223754
SRS1337779,SRR3223755
SRS1337778,SRR3223756
SRS1337785,SRR3223757
SRS1337784,SRR3223758
SRS1338079,SRR3224089
SRS1338080,SRR3224090
SRS1338091,SRR3224091
SRS1338090,SRR3224092
SRS1338089,SRR3224094
SRS1338088,SRR3224095
SRS1338087,SRR3224096
SRS1338637,SRR3225366
SRS1338639,SRR3225367
SRS1338638,SRR3225368
SRS1338643,SRR3225369
SRS1338642,SRR3225370
SRS1338641,SRR3225371
SRS1338640,SRR3225372
SRS1339125,SRR3227049
SRS1349706,SRR3242211
SRS1349705,SRR3242212
SRS1349704,SRR3242213
SRS1349703,SRR3242326
SRS1349702,SRR3242327
SRS1349701,SRR3242328
SRS1349700,SRR3242329
SRS1349696,SRR3242334
SRS1349695,SRR3242335
SRS1349694,SRR3242340
SRS1349693,SRR3242341
SRS1349699,SRR3242342
SRS1349698,SRR3242343
SRS1349697,SRR3242344
SRS1349708,SRR3242347
SRS1349709,SRR3242348
SRS1349710,SRR3242349
SRS1349719,SRR3242350
SRS1349713,SRR3242351
SRS1349712,SRR3242352
SRS1349718,SRR3242353
SRS1349717,SRR3242354
SRS1349716,SRR3242355
SRS1349715,SRR3242356
SRS1349714,SRR3242357
SRS1349728,SRR3242358
SRS1349721,SRR3242360
SRS1349720,SRR3242361
SRS1349727,SRR3242362
SRS1349726,SRR3242363
SRS1349725,SRR3242364
SRS1349724,SRR3242365
SRS1353001,SRR3271840
SRS1353000,SRR3271881
SRS1352999,SRR3271882
SRS1352998,SRR3271883
SRS1353016,SRR3271884
SRS1353015,SRR3271886
SRS1353014,SRR3271887
SRS1353013,SRR3271888
SRS1353012,SRR3271890
SRS1353011,SRR3271891
SRS1353010,SRR3271892
SRS1353009,SRR3271893
SRS1353008,SRR3271894
SRS1353007,SRR3271895
SRS1353006,SRR3271896
SRS1353021,SRR3271897
SRS1359725,SRR3289761
SRS1359724,SRR3289764
SRS1359723,SRR3289765
SRS1359722,SRR3289766
SRS1359721,SRR3289767
SRS1359729,SRR3289768
SRS1359728,SRR3289769
SRS1359727,SRR3289770
SRS1359726,SRR3289771
SRS1359735,SRR3289778
SRS1359734,SRR3289784
SRS1359733,SRR3289791
SRS1359732,SRR3289792
SRS1359731,SRR3289793
SRS1359730,SRR3289794
SRS1359739,SRR3289795
SRS1359738,SRR3289796
SRS1359737,SRR3289797
SRS1359751,SRR3289800
SRS1359750,SRR3289803
SRS1359749,SRR3289804
SRS1359748,SRR3289805
SRS1359747,SRR3289806
SRS1359746,SRR3289807
SRS1359745,SRR3289808
SRS1359744,SRR3289809
SRS1359743,SRR3289810
SRS1359742,SRR3289811
SRS1359741,SRR3289812
SRS1359740,SRR3289813
SRS1359753,SRR3289814
SRS1359752,SRR3289815
SRS1361358,SRR3294524
SRS1361354,SRR3294526
SRS1361352,SRR3294527
SRS1361352,SRR3312087
SRS1361359,SRR3312088
SRS1361359,SRR3294529
SRS1361363,SRR3294530
SRS1361362,SRR3294531
SRS1361362,SRR3312089
SRS1361360,SRR3294533
SRS1361367,SRR3294534
SRS1361366,SRR3294535
SRS1361365,SRR3294536
SRS1361364,SRR3294537
SRS1361369,SRR3312091
SRS1361369,SRR3294538
SRS1361368,SRR3312092
SRS1361368,SRR3294539
SRS1361373,SRR3294540
SRS1361373,SRR3312093
SRS1361992,SRR3295505
SRS1361991,SRR3295506
SRS1361990,SRR3295507
SRS1361989,SRR3295508
SRS1361988,SRR3295509
SRS1361986,SRR3295510
SRS1361987,SRR3295511
SRS1361985,SRR3295512
SRS1361984,SRR3295513
SRS1361983,SRR3295514
SRS1361982,SRR3295515
SRS1361981,SRR3295516
SRS1361980,SRR3295517
SRS1361979,SRR3295518
SRS1361978,SRR3295519
SRS1361977,SRR3295520
SRS1361976,SRR3295521
SRS1361975,SRR3295522
SRS1361973,SRR3295523
SRS1361974,SRR3295524
SRS1361972,SRR3295525
SRS1361971,SRR3295526
SRS1361970,SRR3295527
SRS1361969,SRR3295528
SRS1361968,SRR3295529
SRS1361967,SRR3295530
SRS1361966,SRR3295531
SRS1361965,SRR3295532
SRS1361964,SRR3295533
SRS1361963,SRR3295534
SRS1361962,SRR3295535
SRS1361961,SRR3295536
SRS1361960,SRR3295537
SRS1361959,SRR3295538
SRS1361958,SRR3295539
SRS1361957,SRR3295540
SRS1361956,SRR3295541
SRS1361955,SRR3295542
SRS1361954,SRR3295543
SRS1361953,SRR3295544
SRS1361952,SRR3295545
SRS1361951,SRR3295546
SRS1361950,SRR3295547
SRS1361949,SRR3295548
SRS1361948,SRR3295549
SRS1361947,SRR3295550
SRS1361946,SRR3295551
SRS1361945,SRR3295552
SRS1361944,SRR3295553
SRS1361943,SRR3295554
SRS1361942,SRR3295555
SRS1361940,SRR3295556
SRS1361941,SRR3295557
SRS1361939,SRR3295558
SRS1361938,SRR3295559
SRS1361937,SRR3295560
SRS1361936,SRR3295561
SRS1361935,SRR3295562
SRS1361934,SRR3295563
SRS1361933,SRR3295564
SRS1361932,SRR3295565
SRS1361931,SRR3295566
SRS1361930,SRR3295567
SRS1361929,SRR3295568
SRS1361928,SRR3295569
SRS1361927,SRR3295570
SRS1361926,SRR3295571
SRS1361925,SRR3295572
SRS1361924,SRR3295573
SRS1361923,SRR3295574
SRS1361921,SRR3295575
SRS1361920,SRR3295576
SRS1361922,SRR3295577
SRS1361919,SRR3295578
SRS1361918,SRR3295579
SRS1361917,SRR3295580
SRS1361915,SRR3295581
SRS1361916,SRR3295582
SRS1361914,SRR3295583
SRS1361913,SRR3295584
SRS1361912,SRR3295585
SRS1361911,SRR3295586
SRS1361910,SRR3295587
SRS1361909,SRR3295588
SRS1361908,SRR3295589
SRS1361907,SRR3295590
SRS1361906,SRR3295591
SRS1361905,SRR3295592
SRS1361904,SRR3295593
SRS1361903,SRR3295594
SRS1361902,SRR3295595
SRS1361901,SRR3295596
SRS1361901,SRR10992711
SRS1361900,SRR3295597
SRS1361899,SRR3295598
SRS1361898,SRR3295599
SRS1361897,SRR3295600
SRS1361896,SRR3295601
SRS1361895,SRR3295602
SRS1361894,SRR3295603
SRS1361892,SRR3295604
SRS1361891,SRR3295605
SRS1361893,SRR3295606
SRS1361890,SRR3295607
SRS1361889,SRR3295608
SRS1361888,SRR3295609
SRS1361887,SRR3295610
SRS1361886,SRR3295611
SRS1361885,SRR3295612
SRS1361884,SRR3295613
SRS1361883,SRR3295614
SRS1361882,SRR3295615
SRS1361881,SRR3295616
SRS1361880,SRR3295617
SRS1361879,SRR3295618
SRS1362332,SRR3295631
SRS1362331,SRR3295632
SRS1362330,SRR3295633
SRS1362328,SRR3295634
SRS1362327,SRR3295635
SRS1362329,SRR3295636
SRS1362326,SRR3295637
SRS1362325,SRR3295638
SRS1362324,SRR3295639
SRS1362323,SRR3295640
SRS1362322,SRR3295641
SRS1362321,SRR3295642
SRS1362320,SRR3295643
SRS1362319,SRR3295644
SRS1362317,SRR3295645
SRS1362318,SRR3295646
SRS1362316,SRR3295647
SRS1362315,SRR3295648
SRS1362314,SRR3295649
SRS1362312,SRR3295650
SRS1362313,SRR3295651
SRS1362311,SRR3295652
SRS1362310,SRR3295653
SRS1362309,SRR3295654
SRS1362308,SRR3295655
SRS1362307,SRR3295656
SRS1362306,SRR3295657
SRS1362305,SRR3295658
SRS1362303,SRR3295659
SRS1362304,SRR3295660
SRS1362302,SRR3295661
SRS1362301,SRR3295662
SRS1362300,SRR3295663
SRS1362299,SRR3295664
SRS1362298,SRR3295665
SRS1362297,SRR3295666
SRS1362296,SRR3295667
SRS1362295,SRR3295668
SRS1362294,SRR3295669
SRS1362293,SRR3295670
SRS1362292,SRR3295671
SRS1362291,SRR3295672
SRS1362290,SRR3295673
SRS1362289,SRR3295674
SRS1362288,SRR3295675
SRS1362286,SRR3295676
SRS1362287,SRR3295677
SRS1362284,SRR3295678
SRS1362285,SRR3295679
SRS1362283,SRR3295680
SRS1362281,SRR3295681
SRS1362282,SRR3295682
SRS1362280,SRR3295683
SRS1362279,SRR3295684
SRS1362278,SRR3295685
SRS1362277,SRR3295686
SRS1362276,SRR3295687
SRS1362275,SRR3295688
SRS1362274,SRR3295689
SRS1362273,SRR3295690
SRS1362272,SRR3295691
SRS1362271,SRR3295692
SRS1362270,SRR3295693
SRS1362269,SRR3295694
SRS1362268,SRR3295695
SRS1362267,SRR3295696
SRS1362266,SRR3295697
SRS1362265,SRR3295698
SRS1362264,SRR3295699
SRS1362263,SRR3295700
SRS1362262,SRR3295701
SRS1362261,SRR3295702
SRS1362260,SRR3295703
SRS1362258,SRR3295704
SRS1362257,SRR3295705
SRS1362256,SRR3295706
SRS1362254,SRR3295707
SRS1362255,SRR3295708
SRS1362253,SRR3295709
SRS1362252,SRR3295710
SRS1362251,SRR3295711
SRS1362250,SRR3295712
SRS1362249,SRR3295713
SRS1362248,SRR3295714
SRS1362247,SRR3295715
SRS1362246,SRR3295716
SRS1362245,SRR3295717
SRS1362244,SRR3295718
SRS1362243,SRR3295719
SRS1362241,SRR3295720
SRS1362240,SRR3295721
SRS1362242,SRR3295722
SRS1362239,SRR3295723
SRS1362238,SRR3295724
SRS1362237,SRR3295725
SRS1362236,SRR3295726
SRS1362235,SRR3295727
SRS1362234,SRR3295728
SRS1362233,SRR3295729
SRS1362232,SRR3295730
SRS1362231,SRR3295731
SRS1362230,SRR3295732
SRS1362229,SRR3295733
SRS1362228,SRR3295734
SRS1362227,SRR3295735
SRS1362226,SRR3295736
SRS1362225,SRR3295737
SRS1362224,SRR3295738
SRS1362223,SRR3295739
SRS1362221,SRR3295740
SRS1362220,SRR3295741
SRS1362222,SRR3295742
SRS1362218,SRR3295743
SRS1362219,SRR3295744
SRS1362217,SRR3295745
SRS1362216,SRR3295746
SRS1362215,SRR3295747
SRS1362214,SRR3295748
SRS1362213,SRR3295749
SRS1362211,SRR3295750
SRS1362212,SRR3295751
SRS1362210,SRR3295752
SRS1362209,SRR3295753
SRS1362208,SRR3295754
SRS1362207,SRR3295755
SRS1362206,SRR3295756
SRS1362205,SRR3295757
SRS1362204,SRR3295758
SRS1362203,SRR3295759
SRS1362202,SRR3295760
SRS1362201,SRR3295761
SRS1362200,SRR3295762
SRS1362199,SRR3295763
SRS1362198,SRR3295764
SRS1362197,SRR3295765
SRS1362196,SRR3295766
SRS1362195,SRR3295767
SRS1362194,SRR3295768
SRS1362193,SRR3295769
SRS1362192,SRR3295770
SRS1362191,SRR3295771
SRS1362190,SRR3295772
SRS1362189,SRR3295773
SRS1362188,SRR3295774
SRS1362186,SRR3295775
SRS1362187,SRR3295776
SRS1362185,SRR3295777
SRS1362184,SRR3295778
SRS1362183,SRR3295779
SRS1362182,SRR3295780
SRS1362181,SRR3295781
SRS1362180,SRR3295782
SRS1362179,SRR3295783
SRS1362178,SRR3295784
SRS1362177,SRR3295785
SRS1362176,SRR3295786
SRS1362175,SRR3295787
SRS1362174,SRR3295788
SRS1362173,SRR3295789
SRS1362172,SRR3295790
SRS1362171,SRR3295791
SRS1362170,SRR3295792
SRS1362169,SRR3295793
SRS1362168,SRR3295794
SRS1362167,SRR3295795
SRS1362166,SRR3295796
SRS1362165,SRR3295797
SRS1362164,SRR3295798
SRS1362163,SRR3295799
SRS1362162,SRR3295800
SRS1362161,SRR3295801
SRS1362160,SRR3295802
SRS1362159,SRR3295803
SRS1362158,SRR3295804
SRS1362157,SRR3295805
SRS1362156,SRR3295806
SRS1362155,SRR3295807
SRS1362154,SRR3295808
SRS1362153,SRR3295809
SRS1362152,SRR3295810
SRS1362150,SRR3295811
SRS1362151,SRR3295812
SRS1362149,SRR3295813
SRS1362148,SRR3295814
SRS1362146,SRR3295815
SRS1362147,SRR3295816
SRS1362145,SRR3295817
SRS1362144,SRR3295818
SRS1362143,SRR3295819
SRS1362142,SRR3295820
SRS1362141,SRR3295821
SRS1362140,SRR3295822
SRS1362138,SRR3295823
SRS1362139,SRR3295824
SRS1362137,SRR3295825
SRS1362136,SRR3295826
SRS1362135,SRR3295827
SRS1362134,SRR3295828
SRS1362133,SRR3295829
SRS1362132,SRR3295830
SRS1362131,SRR3295831
SRS1362129,SRR3295832
SRS1362130,SRR3295833
SRS1362128,SRR3295834
SRS1362127,SRR3295835
SRS1362126,SRR3295836
SRS1362125,SRR3295837
SRS1362124,SRR3295838
SRS1362123,SRR3295839
SRS1362122,SRR3295840
SRS1362121,SRR3295841
SRS1362120,SRR3295842
SRS1362119,SRR3295843
SRS1362118,SRR3295844
SRS1362117,SRR3295845
SRS1362116,SRR3295846
SRS1362114,SRR3295847
SRS1362115,SRR3295848
SRS1362111,SRR3295849
SRS1362113,SRR3295850
SRS1362112,SRR3295851
SRS1362110,SRR3295852
SRS1362108,SRR3295853
SRS1362109,SRR3295854
SRS1362107,SRR3295855
SRS1362105,SRR3295856
SRS1362106,SRR3295857
SRS1362104,SRR3295858
SRS1362103,SRR3295859
SRS1362102,SRR3295860
SRS1362101,SRR3295861
SRS1362099,SRR3295862
SRS1362100,SRR3295863
SRS1362098,SRR3295864
SRS1362097,SRR3295865
SRS1362096,SRR3295866
SRS1362095,SRR3295867
SRS1362094,SRR3295868
SRS1362092,SRR3295869
SRS1362093,SRR3295870
SRS1362091,SRR3295871
SRS1362090,SRR3295872
SRS1362089,SRR3295873
SRS1362088,SRR3295874
SRS1362087,SRR3295875
SRS1362086,SRR3295876
SRS1362085,SRR3295877
SRS1362084,SRR3295878
SRS1362083,SRR3295879
SRS1362081,SRR3295880
SRS1362082,SRR3295881
SRS1362080,SRR3295882
SRS1362079,SRR3295883
SRS1362078,SRR3295884
SRS1362077,SRR3295885
SRS1362076,SRR3295886
SRS1362075,SRR3295887
SRS1362074,SRR3295888
SRS1362073,SRR3295889
SRS1362072,SRR3295890
SRS1362071,SRR3295891
SRS1362070,SRR3295892
SRS1362069,SRR3295893
SRS1362066,SRR3295896
SRS1362065,SRR3295897
SRS1362064,SRR3295898
SRS1362063,SRR3295899
SRS1362061,SRR3295900
SRS1362062,SRR3295901
SRS1362060,SRR3295902
SRS1362059,SRR3295903
SRS1362058,SRR3295904
SRS1362057,SRR3295905
SRS1362056,SRR3295906
SRS1362054,SRR3295907
SRS1362052,SRR3295908
SRS1362051,SRR3295909
SRS1362049,SRR3295910
SRS1362050,SRR3295911
SRS1362048,SRR3295912
SRS1362047,SRR3295913
SRS1362046,SRR3295914
SRS1362044,SRR3295915
SRS1362043,SRR3295916
SRS1362045,SRR3295917
SRS1362041,SRR3295918
SRS1362042,SRR3295919
SRS1362039,SRR3295920
SRS1362038,SRR3295921
SRS1362037,SRR3295922
SRS1362040,SRR3295923
SRS1362036,SRR3295924
SRS1362035,SRR3295925
SRS1362034,SRR3295926
SRS1362033,SRR3295927
SRS1362032,SRR3295928
SRS1362031,SRR3295929
SRS1362030,SRR3295930
SRS1362029,SRR3295931
SRS1362028,SRR3295932
SRS1362027,SRR3295933
SRS1362026,SRR3295934
SRS1362025,SRR3295935
SRS1362024,SRR3295936
SRS1362023,SRR3295937
SRS1362022,SRR3295938
SRS1362021,SRR3295939
SRS1362020,SRR3295940
SRS1362019,SRR3295941
SRS1362018,SRR3295942
SRS1362017,SRR3295943
SRS1362016,SRR3295944
SRS1362015,SRR3295945
SRS1362014,SRR3295946
SRS1362013,SRR3295947
SRS1362012,SRR3295948
